Internal ID,id,title,description,price,sale_price,link,image_link,Name
814,30261312061525,Buddha Blue Tea Bags,"For centuries, Buddhists have perpetuated the custom of making special offerings of flowers, fruit and tea to monks. Sprinkled with blue cornflowers, this green tea features a blend of fragrances recalling the ripe fruit on trays laden with such offerings. Mariage Frères, France’s oldest house of teas, was founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Since then, multi-generations of the family transformed the business into the world’s most exclusive merchant for luxury tea. 30 tea bags. 75g. Made in France.  ",32.00,,https://gumps.com/products/buddha-blue-tea-bags,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860548_1.jpg,860548
821,30261312127061,Marco Polo Tea Tin,"Marco Polo black tea is the iconic fragrance of sumptuous fruits and flowers from China and Tibet. Considered the ‘haute couture’ of tea, Mariage Frères is without a doubt the world’s most exclusive merchant for luxury tea. France’s oldest house of teas was originally founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Over the next century, multi-generations of the Mariage family transformed the business into a highly respected tea retailer. Today, Mariage Frères has expanded to nine teahouses — five in Paris and four in Japan — and now creates distinctive tea ware, tea-scented candles and gourmet recipes that use tea as an ingredient. Loose leaf tea. 3 1/2"" diam. x 4""H; 3.5 oz. Made in France.",32.00,,https://gumps.com/products/marco-polo-tea-tin,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860549_1.jpg,860549
820,30261312225365,Marco Polo Tea Bags,"Marco Polo black tea is the iconic fragrance of sumptuous fruits and flowers from China and Tibet. Considered the ‘haute couture’ of tea, Mariage Frères is without a doubt the world’s most exclusive merchant for luxury tea. France’s oldest house of teas was originally founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Over the next century, multi-generations of the Mariage family transformed the business into a highly respected tea retailer. Today, Mariage Frères has expanded to nine teahouses — five in Paris and four in Japan — and now creates distinctive tea ware, tea-scented candles and gourmet recipes that use tea as an ingredient. Box of 30 tea bags. Made in France.",35.00,,https://gumps.com/products/marco-polo-tea-bags,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860550_1.jpg,860550
827,30261312258133,Wedding Imperial Tea Tin,"<p>A glamorous tea blend steeped in the passion that weds the malty power of golden Assam tea leaves to the sweetness of notes of chocolate and caramel. Mariage Frères, France’s oldest house of teas, was founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Since then, multi-generations of the family transformed the business into the world’s most exclusive merchant for luxury tea.</p> <ul> <li>Black tea that blends the malty power of golden Assam tea leaves to the sweetness of notes of chocolate and caramel. </li> <li>Made in France.</li> <li>3 1/2"" diameter x 4"" high.</li> <li>3.5 oz.;100g.</li> </ul>",32.00,,https://gumps.com/products/wedding-imperial-tea-tin,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860551_1.jpg,860551
826,30261312323669,Wedding Imperial Tea Bags,"<p>A glamorous tea blend steeped in the passion that weds the malty power of golden Assam tea leaves to the sweetness of notes of chocolate and caramel. Mariage Frères, France’s oldest house of teas, was founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Since then, multi-generations of the family transformed the business into the world’s most exclusive merchant for luxury tea.</p> <ul> <li>Black tea that blends the malty power of golden Assam tea leaves to the sweetness of notes of chocolate and caramel. </li> <li>Made in France.</li> <li>30 bags; 75g.</li> </ul>",32.00,,https://gumps.com/products/wedding-imperial-tea-bags,https://gumps-netsuites-extendfiles.s3.amazonaws.com/extend/d59e1600-e8fd-11ec-8e98-57e62a753f79/860552_1.jpeg,860552
823,30261312421973,Esprit de Noël Tea Tin,"<p>A festive composition of organic black tea embellished with cinnamon, mandarin, orange, almonds and vanilla. Mariage Frères, France’s oldest house of teas, was founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Since then, multi-generations of the family transformed the business into the world’s most exclusive merchant for luxury tea.</p> <ul> <li>Black tea blended with cinnamon, mandarin, orange, almonds and vanilla.</li> <li>Made in France.</li> <li>3 1/2"" diam. x 4""H; 3.5 oz.</li> </ul>",32.00,,https://gumps.com/products/noel-tea-tin,https://gumps-netsuites-extendfiles.s3.amazonaws.com/extend/8aea3640-af12-11ec-8e98-57e62a753f79/860553_1.jpeg,860553
822,30261312487509,Esprit de Noël Tea Bags,"<p>A festive black tea blended specially for the season with pieces of cinnamon, almonds and apple. Mariage Frères, France’s oldest house of teas, was founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Since then, multi-generations of the family transformed the business into the world’s most exclusive merchant for luxury tea.</p> <ul> <li>Black tea blended with pieces of cinnamon, almonds and apple.</li> <li>Made in France.</li> <li>30 tea bags; 75g.</li> </ul>",32.00,,https://gumps.com/products/noel-tea-bags,https://gumps-netsuites-extendfiles.s3.amazonaws.com/extend/d21f9500-af12-11ec-b260-a772c0afad4d/860554_1.jpeg,860554
825,30261312553045,Paris Breakfast Tea Tin,"A cross between traditional savoir faire and clever imagination, this blend of grand, flamboyant black teas gives a smooth, round texture and evolves over time. Held together by the tasty notes of malted chocolate, tender vanilla and warm brioche and adorned by a sweet fruitiness not unlike candied tangerine. A hint of China green tea unfurls at the end, freshening the palate. Mariage Frères, France’s oldest house of teas, was founded in 1854 in Paris as a tea and vanilla import firm that supplied prestigious hotels, salons and stores with distinctive teas from China, India and Ceylon. Since then, multi-generations of the family transformed the business into the world’s most exclusive merchant for luxury tea. 3 1/2"" diam. x 4""H; 3.5 oz. Made in France. ",32.00,,https://gumps.com/products/paris-breakfast-tea-tin,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860555_1.jpg,860555
824,30261312618581,Paris Breakfast Tea Bags,"<li>A blend of grand, flamboyant black teas that gives a smooth, round texture; a hint of China green tea unfurls at the end, freshening the palate.</li> <li>Made in France.</li> <li>30 tea bags.</li> </ul>  ",32.00,,https://gumps.com/products/paris-breakfast-tea-bags,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860556_1.jpg,860556
796,30260803108949,"100 Points Universal Glasses, Set of 2",,380.00,,https://gumps.com/products/s-2-100-points-universal-glass,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860557_1.jpg,860557
793,30260803240021,"100 Points Champagne Flutes, Set of 2","Referring to the wine scoring system, 100 Points is a handcrafted crystal collection that combines modern design with precise utility and exceptional style. René Lalique founded his firm in Paris in 1888, and soon became a celebrated jeweler whose designs contributed significantly to the Art Nouveau movement at the turn of the century. In the 1920s, an order for perfume bottles led him to develop a glass-making technique that would endure as Lalique’s signature characteristics: iced surfaces, elaborate or partially realistic patterns in relief, and occasionally applied or inlaid color. 9 1/4""H; 6.75 oz. Made in France.",380.00,,https://gumps.com/products/s-2-100-points-champagne-glass,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860558_1.jpg,860558
795,30260803305557,"100 Points Small Tumblers, Set of 2","Referring to the wine scoring system, 100 Points is a handcrafted crystal collection that combines modern design with precise utility and exceptional style. René Lalique founded his firm in Paris in 1885, and soon became a celebrated jeweler whose designs contributed significantly to the Art Nouveau movement at the turn of the century. In the 1920s, an order for perfume bottles led him to develop a glass-making technique that would endure as Lalique’s signature characteristics: iced surfaces, elaborate or partially realistic patterns in relief, and occasionally applied or inlaid color. 4""H; 12.85 oz. Made in France.<br>",240.00,,https://gumps.com/products/s-2-100-points-small-tumbler,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860559_1.jpg,860559
794,30260803403861,"100 Points Shot Glasses, Set of 2","Referring to the wine scoring system, 100 Points is a handcrafted crystal collection that combines modern design with precise utility and exceptional style. René Lalique founded his firm in Paris in 1885, and soon became a celebrated jeweler whose designs contributed significantly to the Art Nouveau movement at the turn of the century. In the 1920s, an order for perfume bottles led him to develop a glass-making technique that would endure as Lalique’s signature characteristics: iced surfaces, elaborate or partially realistic patterns in relief, and occasionally applied or inlaid color. 2 1/3""H; 2.54 oz. Made in France.<br>",180.00,,https://gumps.com/products/s-2-100-points-shot-glasses,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860560_1.jpg,860560
752,30260803633237,2 Fleurs Perfume Bottle,,460.00,,https://gumps.com/products/2-fleurs-perfume-bottle,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860561_1.png,860561
767,30260803731541,Clairefontaine Perfume Bottle,"<p>A reference to the Clairefontaine garden in Paris — one of Rene Lalique's major source of inspiration. The bottle stopper represents four sprigs of lily of the valley. The designer founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 4 1/2""H; 1.69 oz. Made in France.</p>",525.00,,https://gumps.com/products/clairefontaine-perfume-bottle,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860562_1.jpg,860562
782,30260803764309,"Crystal Fish, Yellow Gold","Designed in 1913, this petite crystal fish has become an iconic piece in the Lalique universe. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 2""L x 1 3/4""H. Made in France.<br>",115.00,,https://gumps.com/products/fish-yellow-gold,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860563_1.jpg,860563
773,30260804059221,"Crystal Fish, Golden Red","Designed in 1913, this petite crystal fish has become an iconic piece in the Lalique universe. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 2""L x 1 3/4""H. Made in France.<br>",115.00,,https://gumps.com/products/fish-golden-red,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860564_1.jpg,860564
774,30260804157525,"Crystal Fish, Light Purple",,115.00,,https://gumps.com/products/fish-light-purple,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860566_1.jpg,860566
768,30260804452437,"Crystal Fish, Amber","Designed in 1913, this petite crystal fish has become an iconic piece in the Lalique universe. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand.  2""L x 1 3/4""H.  Made in France.",115.00,,https://gumps.com/products/fish-amber,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860567_1.jpg,860567
776,30260804583509,"Crystal Fish, Opalescent Luster","Designed in 1913, this petite crystal fish has become an iconic piece in the Lalique universe. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 2""L x 1 3/4""H. Made in France.<br>",115.00,,https://gumps.com/products/fish-opalescent-luster,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860569_1.jpg,860569
777,30260804878421,"Crystal Fish, Pale Blue","Designed in 1913, this petite crystal fish has become an iconic piece in the Lalique universe. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 2""L x 1 3/4""H. Made in France.<br>",115.00,,https://gumps.com/products/fish-pale-blue,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860570_1.jpg,860570
772,30260804943957,"Crystal Fish, Gold Luster","<p>Designed in 1913, this petite fish has become an iconic piece in the Lalique universe. The gold luster version is luminous and iridescent. René Lalique founded his firm in Paris in 1888, and soon became a celebrated jeweler whose designs contributed significantly to the Art Nouveau movement at the turn of the century. In the 1920s, an order for perfume bottles led him to develop a glass-making technique that would endure as Lalique’s signature characteristics: iced surfaces, elaborate or partially realistic patterns in relief, and occasionally applied or inlaid color.</p> <ul> <li>Handcrafted crystal.</li> <li>Handmade in France.</li> <li>2""L x 1 3/4""H.</li> </ul>",115.00,,https://gumps.com/products/fish-gold-luster,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860571_1.jpg,860571
771,30260804976725,"Crystal Fish, Fuchsia","Designed in 1913, this petite crystal fish has become an iconic piece in the Lalique universe. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 2""L x 1 3/4""H. Made in France.<br>",115.00,,https://gumps.com/products/fish-fucshia,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860572_1.jpg,860572
769,30260805599317,"Crystal Fish, Cap Ferrat Blue","Designed in 1913, this petite crystal fish has become an iconic piece in the Lalique universe. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 2""L x 1 3/4""H. Made in France.<br>",115.00,,https://gumps.com/products/fish-cap-ferrat-blu-e,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860576_1.jpg,860576
764,30260805795925,"Crystal Buddha, Amber","<p>Made of crystal with a satin finish, this serene Buddha's design is enhanced by the artisan's expert craftsmanship. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 4 1/3""W x 7""H. Made in France.</p>",1775.00,,https://gumps.com/products/buddha-amber,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860578_1.jpg,860578
762,30260805926997,Nude Aphrodite Sculpture,"Enhanced by a luminous satin finish, this Aphrodite figure shows the extraordinary capacity of Lalique's glass masters to give crystal both shape and life. René Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 4 3/4""H. Made in France.",475.00,,https://gumps.com/products/aphrodite-nude,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860580_1.jpg,860580
784,30260806025301,"Gorilla Sculpture, Black","<p>The gorilla exudes a calm strength reflecting an underlying and natural virile power. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 5 1/2""W x 7""H. Made in France.</p>",1900.00,,https://gumps.com/products/gorilla-black,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860582_1.jpg,860582
789,30260806090837,"Mouse Sculpture, Clear","<p>Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 1 3/4""L x 1 1/4""H. Made in France.</p>",115.00,,https://gumps.com/products/mouse-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860583_1.jpg,860583
788,30260806189141,"Mouse Sculpture, Black",,115.00,,https://gumps.com/products/mouse-black,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860584_1.jpg,860584
757,30260806713429,"Anemone Flower Sculpture, Clear",,340.00,,https://gumps.com/products/anemone-flower-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860586_1.jpg,860586
759,30260806746197,"Small Anemone Flower Sculpture, Clear",,135.00,,https://gumps.com/products/anemone-flower-small-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860587_1.jpg,860587
760,30260806844501,"Small Anemone Flower Sculpture, Red",,135.00,,https://gumps.com/products/anemone-flower-small-red,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860588_1.jpg,860588
761,30260806877269,"Anemones Votive, Clear","<p>A delicate flower and the symbol of purity and innocence, the anemone inspired Rene Lalique to design a vase featuring its motif in 1912. The legendary designer founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 3"" diam. x 3 1/4""H. Made in France.</p>",150.00,,https://gumps.com/products/anemone-votive-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860589_1.jpg,860589
753,30260806942805,Jamaica Ashtray,"Reuniting a fern leaves pattern and a wave-like aspect, this ashtray is an homage to the luxuriant nature of Jamaica. Handcrafted in France, it was originally designed by Rene Lalique in 1928. Rene Lalique founded his firm in Paris in 1888, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 5 1/2"" diam.  ",595.00,,https://gumps.com/products/2-lovebirds-ring-tray,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860590_1.jpg,860590
766,30260807008341,"Champs-Elysees Bowl, Small Clear","<p>Designed by Marc Lalique in 1951, the Champs-Elysees design was inspired by the spectular rows of trees lining the legendary Parisian street. Rene Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 9 3/4""L x 5 1/2""W x 5 1/2""H. Made in France.</p>",1300.00,,https://gumps.com/products/champs-elysees-small-bowl-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860591_1.jpg,860591
763,30260807073877,"Small Bacchantes Vase, Clear","Displaying the young, voluptuous priestesses of Bacchus in meticulous detail, Lalique's work of unparalleled beauty is undeniably breathtaking. René Lalique founded his firm in Paris in 1885, and soon became a celebrated Art Nouveau jeweler. In the 1920s, he developed a cutting-edge glassmaking technique that would become the foundation of this enduring brand. 4 3/4"" diam. x 5 3/4""H. Made in France.",1270.00,,https://gumps.com/products/bacchantes-vase-small-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860592_1.jpg,860592
790,30260807434325,"Nogent Bowl, Clear",,880.00,699.00,https://gumps.com/products/nogent-bowl-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860593_1.jpg,860593
754,30260807467093,"Small Lovebirds, Clear",,240.00,,https://gumps.com/products/2-lovebirds-small-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860594_1.jpg,860594
800,30260807565397,"Two Parakeets, Clear",,775.00,,https://gumps.com/products/two-parakeets-clear,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860595_1.jpg,860595
755,30260807729237,Orchid Crystal Perfume Bottle,,1800.00,,https://gumps.com/products/2019-limited-edition-perfume,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860598_1.jpg,860598
797,30260807794773,"Small Shark, Blue","Embodying the creative genius and exceptional know-how of master glassmakers, Lalique's crystal shark is conveyed with striking realism — from the dynamic body movement to its textured skin and sharp teeth — and highlighted by the remarkable beauty of Persepolis blue. René Lalique founded his firm in Paris in 1888, and soon became a celebrated jeweler whose designs contributed significantly to the Art Nouveau movement at the turn of the century. In the 1920s, an order for perfume bottles led him to develop a glass-making technique that would endure as Lalique’s signature characteristics: iced surfaces, elaborate or partially realistic patterns in relief, and occasionally applied or inlaid color. Handcrafted in France. 4 1/2""L x 3 1/2""W x 2 3/4""H.",525.00,,https://gumps.com/products/shark-figure-small-blue,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860599_1.jpg,860599
765,30260807860309,"Gold-Stamped Bulldog, Clear",,620.00,499.00,https://gumps.com/products/bulldog-clear-gold-stamped,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860600_1.jpg,860600
842,30260832600149,Open Dog Bone Border Frame 4 x 6,,79.00,,https://gumps.com/products/open-dog-bone-4x6-frame,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860611_1.jpg,860611
841,30260785741909,Number Candleholder Set,,49.00,,https://gumps.com/products/number-candle-holder,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860616_1.jpg,860616
839,30260786233429,Live Laugh Love Beaded Tray,,39.00,,https://gumps.com/products/live-laugh-love-trinket-tray,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860619_1.jpg,860619
848,30260786298965,Thank You Beaded Tray,,39.00,,https://gumps.com/products/thank-you-trinket-tray,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860620_1.jpg,860620
887,30260845117525,Pink Mini Bluetooth Speaker,"Part of Muzen's 'On The Road' series, a collection of high-density alloy speakers designed to resemble radios from the 1960s, this retro mini speaker allows you to enjoy your favorite music wherever you go. Compatible with all Bluetooth-enabled devices, it instantly connects to your smartphone or tablet and picks up local FM radio stations. The rechargeable battery guarantees eight to ten hours of playtime; the 5W full-bodied stereo provides a crisp sound and deep bass. Includes a handy travel carrying case. 3 1/2""L x 2 1/2""W x 2 1/4""H. ",135.00,76.00,https://gumps.com/products/pink-mini-bluetooth-speaker,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860630_1.jpg,860630
886,30260845969493,Pink Button Bluetooth Speaker,"Don't let its diminutive size fool you — this retro high-density alloy speaker is remarkably big on sound. Compact enough to fit into your pocket, it's compatible with Bluetooth-enabled smartphones or tablets, allowing you to enjoy your favorite tunes wherever you go. The rechargeable battery guarantees eight hours of play time; the high-performance driver and enhanced bass ensure music that's  loud and crisp. 2 1/2""L x 1 3/4""W x 1 1/4""H. ",75.00,49.00,https://gumps.com/products/pink-button-bluetooth-speaker,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860635_1.jpg,860635
888,30260846362709,"Mini Bluetooth Speaker, Walnut Wood","Part of Muzen's 'On The Road' series, a collection of high-density alloy speakers designed to resemble radios from the 1960s, this retro mini speaker allows you to enjoy your favorite music wherever you go. Compatible with all Bluetooth-enabled devices, it instantly connects to your smartphone or tablet and picks up local FM radio stations. The rechargeable battery guarantees eight to ten hours of playtime; the 5W full-bodied stereo provides a crisp sound and deep bass. Includes a handy travel carrying case. 3 1/2""L x 2 1/2""W x 2 1/4""H. ",123.00,,https://gumps.com/products/walnut-wood-mini-bluetooth-speaker,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860638_1.jpg,860638
94,30260836499541,Elevo Decanter With Amethyst Stopper,,325.00,,https://gumps.com/products/elevo-decanter-w-amethyst-stopper,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860639_1.jpg,860639
542,30260729053269,Mini Polar Bear Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>2 1/2""L.</li> </ul>",22.00,,https://gumps.com/products/mini-polar-bear-ornament,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860670_1.jpg,860670
520,30260752023637,Flying Pig Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>4 1/3""H.</li> </ul>",35.00,,https://gumps.com/products/flying-pig-ornament,,860676
563,30260752416853,Teddy Bear With Heart Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>4""H.</li> </ul>",30.00,2.00,https://gumps.com/products/teddy-bear-w-heart,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860702_1.png,860702
504,30260753956949,Persian Cat Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>3""H.</li> </ul>",30.00,12.00,https://gumps.com/products/persian-cat-ornament,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860756_1.jpg,860756
509,30260754382933,Snowboarding Snowman Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>3""H. </li> </ul>",40.00,,https://gumps.com/products/snowboarding-snowman-ornament,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860757_1.jpg,860757
445,30260754710613,Gumps San Francisco Santa Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>6 1/2""H.</li> </ul>",35.00,,https://gumps.com/products/gumps-sf-santa-ornament,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860761_1.jpg,860761
419,30260790657109,Scottish Santa Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>6 1/4""H.</li> </ul>",55.00,,https://gumps.com/products/scottish-santa-ornam,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860767_1.jpg,860767
1125,30260756316245,Blue with Snowflakes Ornament,"<p>Ask anyone and they’d say: nobody does ornaments better than Gump’s. Skilled artisans in Poland handcraft ours using the Old World style of individually blowing glass into a metal mold, coating the inside with silver to enhance their radiant glow, and then carefully handpainting and decorating it with layers of details — a process that often takes days to complete. The result? An heirloom-quality treasure to give, to collect and to enjoy for years to come.</p> <ul> <li>Mouthblown glass.</li> <li>Handpainted; hand decorated.</li> <li>Handmade in Poland.</li> <li>4"" diam.</li> </ul>",30.00,,https://gumps.com/products/wedgewood-blue-w-snowflakes-ornament,,860835
303,30260796194901,Cypres Candle Small,,35.00,,https://gumps.com/products/small-cypres-candle,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860853_1.jpg,860853
290,30260842266709,Large Cypres Candle,,95.00,,https://gumps.com/products/large-cypres-candle,,860855
305,30260796260437,Rigaud Gardenia Candle Small,,35.00,,https://gumps.com/products/small-gardenia-candle,https://gumps-netsuites-extendfiles.s3.us-east-2.amazonaws.com/860857_1.jpg,860857
